owner,control,type,device,legacy_value,expected_class,status,note
hotspot,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
hotspot,_transform_translate_popover,popover_toggle,,,e-transform,verified,
hotspot,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
hotspot,animation_duration,select,,,animated-slow,verified,
hotspot,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
hotspot,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
hotspot,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
price-list,_element_width,select,,,elementor-widget__width-inherit,verified,
price-list,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
price-list,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
price-list,_position,select,,,elementor-absolute,verified,
price-list,_transform_flipX_effect,choose,,,e-transform,verified,
price-list,_transform_flipX_effect_hover,choose,,,e-transform,verified,
price-list,_transform_flipY_effect,choose,,,e-transform,verified,
price-list,_transform_flipY_effect_hover,choose,,,e-transform,verified,
price-list,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
price-list,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
price-list,_transform_scale_popover,popover_toggle,,,e-transform,verified,
price-list,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
price-list,_transform_skew_popover,popover_toggle,,,e-transform,verified,
price-list,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
price-list,_transform_translate_popover,popover_toggle,,,e-transform,verified,
price-list,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
price-list,animation_duration,select,,,animated-slow,verified,
price-list,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
price-list,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
price-list,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
price-table,_element_width,select,,,elementor-widget__width-inherit,verified,
price-table,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
price-table,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
price-table,_position,select,,,elementor-absolute,verified,
price-table,_transform_flipX_effect,choose,,,e-transform,verified,
price-table,_transform_flipX_effect_hover,choose,,,e-transform,verified,
price-table,_transform_flipY_effect,choose,,,e-transform,verified,
price-table,_transform_flipY_effect_hover,choose,,,e-transform,verified,
price-table,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
price-table,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
price-table,_transform_scale_popover,popover_toggle,,,e-transform,verified,
price-table,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
price-table,_transform_skew_popover,popover_toggle,,,e-transform,verified,
price-table,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
price-table,_transform_translate_popover,popover_toggle,,,e-transform,verified,
price-table,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
price-table,animation_duration,select,,,animated-slow,verified,
price-table,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
price-table,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
price-table,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
flip-box,_element_width,select,,,elementor-widget__width-inherit,verified,
flip-box,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
flip-box,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
flip-box,_position,select,,,elementor-absolute,verified,
flip-box,_transform_flipX_effect,choose,,,e-transform,verified,
flip-box,_transform_flipX_effect_hover,choose,,,e-transform,verified,
flip-box,_transform_flipY_effect,choose,,,e-transform,verified,
flip-box,_transform_flipY_effect_hover,choose,,,e-transform,verified,
flip-box,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
flip-box,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
flip-box,_transform_scale_popover,popover_toggle,,,e-transform,verified,
flip-box,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
flip-box,_transform_skew_popover,popover_toggle,,,e-transform,verified,
flip-box,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
flip-box,_transform_translate_popover,popover_toggle,,,e-transform,verified,
flip-box,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
flip-box,animation_duration,select,,,animated-slow,verified,
flip-box,flip_direction,choose,,,elementor-flip-box--direction-left,verified,
flip-box,flip_effect,select,,,elementor-flip-box--effect-flip,verified,
flip-box,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
flip-box,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
flip-box,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
call-to-action,_element_width,select,,,elementor-widget__width-inherit,verified,
call-to-action,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
call-to-action,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
call-to-action,_position,select,,,elementor-absolute,verified,
call-to-action,_transform_flipX_effect,choose,,,e-transform,verified,
call-to-action,_transform_flipX_effect_hover,choose,,,e-transform,verified,
call-to-action,_transform_flipY_effect,choose,,,e-transform,verified,
call-to-action,_transform_flipY_effect_hover,choose,,,e-transform,verified,
call-to-action,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
call-to-action,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
call-to-action,_transform_scale_popover,popover_toggle,,,e-transform,verified,
call-to-action,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
call-to-action,_transform_skew_popover,popover_toggle,,,e-transform,verified,
call-to-action,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
call-to-action,_transform_translate_popover,popover_toggle,,,e-transform,verified,
call-to-action,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
call-to-action,animation_duration,select,,,animated-slow,verified,
call-to-action,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
call-to-action,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
call-to-action,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
call-to-action,layout,choose,,,elementor-cta--layout-image-left,verified,
call-to-action,layout_mobile,choose,mobile,,elementor-cta--mobile-layout-image-above,verified,
call-to-action,layout_tablet,choose,tablet,,elementor-cta--tablet-layout-image-right,verified,
call-to-action,skin,select,,,elementor-cta--skin-classic,verified,
call-to-action,transformation,select,,,elementor-bg-transform elementor-bg-transform-zoom-in,verified,
call-to-action,vertical_position,choose,,,elementor-cta--valign-top,verified,
media-carousel,_element_width,select,,,elementor-widget__width-inherit,verified,
media-carousel,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
media-carousel,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
media-carousel,_position,select,,,elementor-absolute,verified,
media-carousel,_transform_flipX_effect,choose,,,e-transform,verified,
media-carousel,_transform_flipX_effect_hover,choose,,,e-transform,verified,
media-carousel,_transform_flipY_effect,choose,,,e-transform,verified,
media-carousel,_transform_flipY_effect_hover,choose,,,e-transform,verified,
media-carousel,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
media-carousel,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
media-carousel,_transform_scale_popover,popover_toggle,,,e-transform,verified,
media-carousel,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
media-carousel,_transform_skew_popover,popover_toggle,,,e-transform,verified,
media-carousel,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
media-carousel,_transform_translate_popover,popover_toggle,,,e-transform,verified,
media-carousel,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
media-carousel,animation_duration,select,,,animated-slow,verified,
media-carousel,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
media-carousel,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
media-carousel,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
media-carousel,pagination,select,,,elementor-pagination-type-bullets,verified,
media-carousel,pagination_position,select,,,elementor-pagination-position-outside,verified,
media-carousel,show_arrows,switcher,,,elementor-arrows-yes,verified,
media-carousel,skin,select,,,elementor-skin-carousel,verified,
testimonial-carousel,_element_width,select,,,elementor-widget__width-inherit,verified,
testimonial-carousel,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
testimonial-carousel,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
testimonial-carousel,_position,select,,,elementor-absolute,verified,
testimonial-carousel,_transform_flipX_effect,choose,,,e-transform,verified,
testimonial-carousel,_transform_flipX_effect_hover,choose,,,e-transform,verified,
testimonial-carousel,_transform_flipY_effect,choose,,,e-transform,verified,
testimonial-carousel,_transform_flipY_effect_hover,choose,,,e-transform,verified,
testimonial-carousel,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
testimonial-carousel,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
testimonial-carousel,_transform_scale_popover,popover_toggle,,,e-transform,verified,
testimonial-carousel,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
testimonial-carousel,_transform_skew_popover,popover_toggle,,,e-transform,verified,
testimonial-carousel,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
testimonial-carousel,_transform_translate_popover,popover_toggle,,,e-transform,verified,
testimonial-carousel,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
testimonial-carousel,alignment,choose,,,elementor-testimonial--align-left,verified,
testimonial-carousel,alignment_mobile,choose,mobile,,elementor-testimonial--mobile-align-center,verified,
testimonial-carousel,alignment_tablet,choose,tablet,,elementor-testimonial--tablet-align-right,verified,
testimonial-carousel,animation_duration,select,,,animated-slow,verified,
testimonial-carousel,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
testimonial-carousel,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
testimonial-carousel,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
testimonial-carousel,layout,select,,,elementor-testimonial--layout-image_inline,verified,
testimonial-carousel,pagination,select,,,elementor-pagination-type-bullets,verified,
testimonial-carousel,show_arrows,switcher,,,elementor-arrows-yes,verified,
testimonial-carousel,skin,select,,,elementor-testimonial--skin-default,verified,
reviews,_element_width,select,,,elementor-widget__width-inherit,verified,
